Title,Authors,Venue,Year,Library,I1,I2,I3,I4,I5,I6,E1,E2,E3,E4,Included,Ground truth,Reason,Publication type,Publication venue,Publication date,Primary study DOI,Primary study Scopus EID,Keywords,Abstract
Imperfect competition and indeterminacy of aggregate output,"Wang, Pengfei;Wen, Yi",Journal of Economic Theory,2008,ScienceDirect,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,ar,Journal of Economic Theory,2008-11-01,10.1016/j.jet.2007.01.021,2-s2.0-55549141506,Cost-push shocks | Counter-cyclical markup | Global sunspots | Hump-shaped impulse responses | Indeterminacy | Marginal costs | Procyclical productivity | Self-fulfilling expectations,"This paper shows imperfect competition can lead to indeterminacy in aggregate output in a standard DSGE model with imperfect competition. Indeterminacy arises in the model from the composition of aggregate output. In sharp contrast to the indeterminacy literature pioneered by Benhabib and Farmer [J. Benhabib, R. Farmer, Indeterminacy and increasing returns, J. Econ. Theory 63 (1) (1994) 19-41] and Gali [J. Gali, Monopolistic competition, business cycles, and the composition of aggregate demand, J. Econ. Theory 63 (1) (1994) 73-96], indeterminacy in our model is global; hence it is more robust to structural parameters. In addition, sunspots in our model can be autocorrelated. The paper provides a justification for exogenous variations in desired markups, which play an important role as a source of cost-push shocks in the monetary policy literature. Our model outperforms a standard RBC model driven by technology shocks in several dimensions, including the volatility of labor market and the hump-shaped output dynamics. © 2008."
Implementation of a subsumption based architecture using model-driven development,"Turner, Jay Thor;Givigi, Sidney N.;Beaulieu, Alain","Systems Conference (SysCon), 2013 IEEE International",2013,IEEE,1,1,1,1,1,1,0,0,0,0,YES,Include,,cp,"SysCon 2013 - 7th Annual IEEE International Systems Conference, Proceedings",2013-08-30,10.1109/SysCon.2013.6549902,2-s2.0-84882946436,mobile robots | model-driven development | robot control | subsumption,"This paper describes the implementation of a subsumption architecture by using Model Driven Development in a real-time physical platform. The behaviours are implemented as finite state-machines and are guaranteed to be executed in real-time while avoiding deadlocks. The platform used is compatible with Robot Operating System, which is becoming the de facto standard for robotics applications nowadays. The sensors used for supporting the behaviours implemented are a Light Detection and Ranging and an Inertial Measurement Unit. The main contribution of this paper is in experimentally demonstrating a functional implementation, using Model Driven Development, of a multi-layer subsumption based autonomous robotics control. The paper shows, through experimentation, that the implementation of the architecture is reliable and efficient. With the success of the implementation in one platform, future development of subsumption in multiple platforms may be tried. © 2013 IEEE."
Implementation of an Embedded Sensor Network for the Coordination of Slocum Gliders for Coastal Monitoring and Observation,"Smith, Ryan N.;Das, Jnaneshwar;Heidarsson, Hordur;Pereira, Arvind;Sukhatme, Gaurav S.;Caron, David A.;Jones, Burton H.",Proceedings of the Fourth ACM International Workshop on UnderWater Networks,2009,ACM,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"Proceedings of the 4th ACM International Workshop on UnderWater Networks, WUWNet '09",2009-12-01,10.1145/1654130.1654132,2-s2.0-74549162270,Autonomous underwater vehicles | Embedded sensor networks | Freewave | Implementation | Slocum glider | Trajectory design,"Autonomous Underwater Vehicles (AUVs) are revolutionizing oceanography through their versatility, autonomy and endurance. However, they are still an underutilized technology. For coastal operations, the ability to track a certain feature is of interest to ocean scientists. Adaptive and predictive path planning requires frequent communication with significant data transfer. Currently, most AUVs rely on satellite phones as their primary communication. This communication protocol is expensive and slow. To reduce communication costs and provide adequate data transfer rates, we present the hardware and software components that make up a communication framework, which provides robust, disruption-tolerant, cost-effective glider operation for a coastal region. The framework is specifically designed to address multi-sensor deployments. We provide a system overview and present testing and coverage data for the network. Additionally, we include an application of ocean-model driven trajectory design, which can benefit from the use of this network and communication system. The presented combination of infrastructure, software development and deployment experience brings us closer to the goal of providing a reliable and cost-effective data transfer framework to enable real-time, optimal trajectory design, based on ocean model predictions, to gather in situ measurements of interesting and evolving ocean features and phenomena. Copyright 2009 ACM."
Implementation of the AeroRP and AeroNP protocols in python,"Alenazi M.J.F., Cetinkaya E.K., Rohrer J.P.",Proceedings of the International Telemetering Conference,2012,Scopus,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-84877904475,,"The domain-specific ANTP protocol suite consisting of AeroTP, AeroRP, and AeroNP has been developed to cope with the challenges in highly-dynamic airborne telemetry networks. These protocols have been designed and modelled through simulation methodology. In this paper, we present an implementation of the AeroRP and AeroNP components in Python. Initially, we implement and test through an emulated wireless environment on the PlanetLab testbed. Further, we present our prototype implementation that is deployed in a real-world wireless environment using radio-controlled vehicles. © International Foundation For Telemetering, 2012."
Implementing domain-specific languages as the foundation of an honors intro CS course,"Fisler, Kathi",ACM SIGPLAN Notices,2008,Scopus,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,ar,ACM SIGPLAN Notices,2008-01-01,10.1145/1480828.1480842,2-s2.0-67049134473,Programming languages curriculum,This position paper describes an honors introductory Computer Science course focused on designing and implementing domain-specific programming languages. The course presents programming language design as a fundamental tool for software engineering. Students build languages for prototypes of several nontrivial products (such as PowerPoint and TurboTax). The course aims to convey fundamental ideas behind programming languages in a form that mainstream Computer Science students can appreciate early in their careers. The paper includes descriptions of and links to assignments and course materials. © 2008 ACM.
Implementing Situation Awareness for Car-to-X Applications Using Domain Specific Languages,"Schäfer, Jörg;Klein, David","Vehicular Technology Conference (VTC Spring), 2013 IEEE 77th",2013,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,IEEE Vehicular Technology Conference,2013-12-01,10.1109/VTCSpring.2013.6692589,2-s2.0-84893555462,,"Car-to-X i.e. Car-to-Anything communication based on standardized IEEE 802.11p radio technology is comprised with wireless communication between cars (Car-to-Car) and between vehicles and the environment (Car-to-Infrastructure). In order to develop Car-to-X applications based on this standard one needs to model parameters such as the vehicle's position, velocity, acceleration etc. and parameters of the vehicle's environment. Typically, the underlying domain models are designed in an ad-hoc manner and the domain rules become hard-coded into the source-code of the application software. In this paper we describe an alternative and more flexible approach. The model is described in almost plain English using a Domain Specific Language (DSL) and translated into target code via parser technology based on the ANTLR tool-chain. This provides more flexibility not only in creating and maintaining the domain rules, but also with regards to generating code for entirely different target languages and technology environments. For instance, we demonstrate to generate Java code for a simulation environment and C-code for the embedded device from the same rule definitions. © 2013 IEEE."
Implicit Communication in a Joint Action,"Knepper, Ross A.;Mavrogiannis, Christoforos I.;Proft, Julia;Liang, Claire",HRI '17,2017,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,ACM/IEEE International Conference on Human-Robot Interaction,2017-03-06,10.1145/2909824.3020226,2-s2.0-85016412909,common ground | generation | implicit | indirect | joint activity | multi-modal communication | understanding,"© 2017 ACM.Robots must be cognizant of how their actions will be interpreted in context. Actions performed in the context of a joint activity comprise two aspects: functional and communicative. The functional component achieves the goal of the action, whereas its communicative component, when present, expresses some information to the actor's partners in the joint activity. The interpretation of such communication requires leveraging information that is public to all participants, known as common ground. Much of human communication is performed through this implicit mechanism, and humans cannot help but infer some meaning - whether or not it was intended by the actor - from most actions. We present a framework for robots to utilize this communicative channel on top of normal functional actions to work more effectively with human partners. We consider the role of the actor and the observer, both individually and jointly, in implicit communication, as well as the effects of timing. We also show how the framework maps onto various modes of action, including natural language and motion. We consider these modes of action in various human-robot interaction domains, including social navigation and collaborative assembly."
Improve The Performance of The MRAS Speed Estimator For Sensorless Controlled of Six Phase Induction Motor Drive Using Neural Network,"Pham, Ngoc Thuy;Nguyen, Diep Phu;Nguyen, Khuong Huu;Van Nguyen, Nho",ICACR 2017,2017,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,ACM International Conference Proceeding Series,2017-12-22,10.1145/3175516.3175530,2-s2.0-85045433092,MRAS estimator | Neural network | Sensorless vector control | Six phase induction motor drive,"© 2017 Association for Computing Machinery.In this paper, a Stator Current Model Reference Adaptive System (SC_MRAS) based estimator using neural network for sensorless controlled Six Phase Induction Motor (SPIM) drive is presented. For this scheme the measured stator current components are used as the reference model of the MRAS estimator to avoid the use of a pure integrator and reduce influence of motor parameter variation. The adaptive model of proposal estimator use a two-layer Neural Network (NN) to estimate the stator current, which requires the rotor flux information that can be obtained from the voltage model. A back-propagation learning algorithm is used to minimise the error in current estimation and hence in generating the estimated speed. Speed estimation performance of the proposal MRAS scheme is verified and compared with the classical rotor flux MRAS when applied to sensorless vector control SPIM drive. Simulation results have demonstrated that the proposed MRAS estimator for sensorless control of SPIM drive has good dynamic response, high precision in both the transient and steady modes, the performance of the SC_MRAS using NN is significantly improved especially at low and near zero speed range."
Improved signal processing and data acquisition electronics for the DSL-120,"Rognstad, M.R.; Naiman, M.",OCEANS '02 MTS/IEEE,2002,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-0037630924,,"The 120 kHz phase-bathymetric sidescan sonar operated by the Deep Submergence Laboratory at Woods Hole Oceanographic Institution, the DSL-120, has been extensively upgraded to improve performance and enhance reliability. The Hawaii Mapping Research Group at the University of Hawaii was selected to supply a new data acquisition system consisting of both subsurface electronics and surface control/data logging computer. This new system performs all signal processing in the digital domain, using four Motorola 56309 digital signal processors to acquire signals from three port, three starboard and one subbottom transducer array. All seven transducer channels can be driven with arbitrary waveforms during transmit, allowing both conventional CW transmissions and coded pulses with FM, AM, and/or phase modulation. Center frequencies for quadrature detection are programmable, as is decimation filtering to match the transmitted waveforms. This will greatly improve the cross talk rejection over the previous system, which operated at the same frequency port and starboard. By acquiring data from the previously unused third sidescan transducer rows, bathymetric precision can be improved; the additional row also allows greater flexibility is transmit beam steering and shaping. The processors share a high-speed fiber optic telemetry link, manufactured by Prizm Inc., with other instruments carried in the DSL-120 tow vehicle. At the surface, the sonar telemetry link is converted to a standard AES/EBU digital audio stream for compatibility with commercial off-the-shelf components making up a Linux workstation."
Improving cucumber tolerance to major nutrients induced salinity by grafting onto Cucurbita ficifolia,"Huang, Yuan;Bie, Zhilong;He, Sanpeng;Hua, Bin;Zhen, Ai;Liu, Zhixiong",Environmental and Experimental Botany,2010,ScienceDirect,NN,NN,NN,NN,NN,NN,NN,NN,1,NN,NO,Exclude,,ar,Environmental and Experimental Botany,2010-09-01,10.1016/j.envexpbot.2010.02.002,2-s2.0-77950517302,Cucumber | Cucurbita ficifolia | Grafting | Mineral nutrition | Physiological response | Salt stress,"To test the possibility that using appropriate rootstock could improve cucumber tolerance to salinity induced by major nutrients, a greenhouse experiment was conducted to determine plant growth, leaf physiological responses and mineral contents of cucumber plants (Cucumis sativus L. cv. Jinchun No.2), either self-grafted or grafted onto the rootstock 'Black Seeded' figleaf gourd (Cucurbita ficifolia Bouché) and 'Chaofeng Kangshengwang' (Lagenaria siceraria Standl.). Plants were grown in nutrient solutions with 1, 4 and 8 times the concentration of macronutrients in the base solution for 10 days, while the concentrations of micronutrients were the same, making the electrical conductivity (EC) value as 1.9, 5.7 and 9.8 dS m-1, respectively. The results showed that EC treatment significantly decreased scion (the part above graft union) dry weight, leaf relative water content, iron (Fe), manganese (Mn) and phosphorous (P) contents, but increased leaf electrical leakage (EL), malondialdehyde (MDA), nitrogen (N), potassium (K), calcium (Ca) and magnesium (Mg) contents of all grafted plants. However, compared with the self-grafted plants, cucumber plants grafted onto 'Black Seeded' figleaf gourd had higher scion dry weight not only under 1.9 dS m-1 treatment but also at 5.7 and 9.8 ones, and these plants could significantly alleviate scion growth reduction, maintain higher soluble sugar and manganese (Mn) contents, higher superoxide dismutase (SOD) and peroxidase (POD) activities, but lower EL and MDA contents at 5.7 dS m-1. In short, grafting cucumber onto 'Black Seeded' figleaf gourd could increase plant tolerance to salinity induced by major nutrients. Crown Copyright © 2010."
Improving Object Disambiguation from Natural Language Using Empirical Models,"Prendergast, Daniel;Szafir, Daniel",ICMI '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,2018-10-02,10.1145/3242969.3243025,2-s2.0-85056622437,Grounding | Locative prepositions | Natural language disambiguation,"© 2018 Copyright held by the owner/author(s).Robots, virtual assistants, and other intelligent agents need to effectively interpret verbal references to environmental objects in order to successfully interact and collaborate with humans in complex tasks. However, object disambiguation can be a challenging task due to ambiguities in natural language. To reduce uncertainty when describing an object, humans often use a combination of unique object features and locative prepositions-prepositional phrases that describe where an object is located relative to other features (i.e., reference objects) in a scene. We present a new system for object disambiguation in cluttered environments based on probabilistic models of unique object features and spatial relationships. Our work extends prior models of spatial relationship semantics by collecting and encoding empirical data from a series of crowdsourced studies to better understand how and when people use locative prepositions, how reference objects are chosen, and how to model prepositional geometry in 3D space (e.g., capturing distinctions between “next to” and “beside”). Our approach also introduces new techniques for responding to compound locative phrases of arbitrary complexity and proposes a new metric for disambiguation confidence. An experimental validation revealed our method can improve object disambiguation accuracy and performance over past approaches."
Improving query-answers from domain knowledge,"Andreasen, T.","Systems, Man, and Cybernetics, 2001 IEEE International Conference on",2001,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-0035719689,,"This paper introduces to an approach to open knowledge-based query evaluation and describes a preliminary prototype taking this approach. A knowledge-base (KB), complementing the primary information base, that define and relate words and concepts and exploit similarities between concepts, is used to improve answers. The knowledge base may introduce common and/or domain specific knowledge. The overall approach is to apply the KB in combination with a highly parameterised matching and aggregation, such that queries are transformed and expanded through the KB and parameters are resolved from the KB."
Improving Real-Time software design with component and aspect approaches,"Hamouche, Rédha;Abdeddaïm, Yasmina;Kocik, Rémy","Software Engineering and Service Science (ICSESS), 2011 IEEE 2nd International Conference on",2011,IEEE,1,1,1,1,1,1,0,0,0,0,YES,Include,,cp,ICSESS 2011 - Proceedings: 2011 IEEE 2nd International Conference on Software Engineering and Service Science,2011-09-12,10.1109/ICSESS.2011.5982396,2-s2.0-80052485103,Aspect-oriented paradigm | Computer-aided design tool | Model-driven development | Real-time embedded software | Software component,"This paper presents a component-based and aspect-oriented methodology for the design and the development of Real-Time Embedded Control Software (RTECS). This methodology defines a component model for describing modular and reusable software to cope with the increasing complexity of embedded systems. It proposes an aspect-oriented approach to address explicitly the extra-functional concerns of RTECS and describe separately transversal real time and security constraints. A computer-aided design tool, called MoDEST, implements this methodology. It enables the RTECS design and automatic real-time code generation. The benefits of this methodology are shown via an example of Legway control software, a version of the Segway vehicle built with Lego Mindstorms NXT. © 2011 IEEE."
Improving robot navigation through self-supervised online learning,"Boris S., Lin E., Bagnell J.A., Cole J., Vandapel N., Stentz A.",Journal of Field Robotics,2006,Scopus,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,,,,,,,
Improving the Interoperability in the Digital Home Through the Automatic Generation of Software Adapters from a SysML Model,"Fernández, M. Rodríguez;Alonso, I. González;Casanova, E. Zalama",Journal of Intelligent and Robotic Systems: Theory and Applications,2017,SCOPUS,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,ar,Journal of Intelligent and Robotic Systems: Theory and Applications,2017-06-01,10.1007/s10846-016-0419-z,2-s2.0-84988662632,Code generation | Digital home | Interoperability | Model-to-text | SysML,"© 2016, Springer Science+Business Media Dordrecht.In the context of the Digital Home, where multiple heterogeneous systems live together, many efforts have been made to achieve the standardization that will guarantee the interoperability among them. The Digital Home Compliant (DHC) open communication protocol arises to meet that requirement by means of a software adapter for each device that acts as intermediary with the DHC network. Based on the fact that all the adapters have a high proportion of source code in common, this paper aims to go a step further in the use of the protocol automating the adapters’ process generation, following the Model Driven Architecture approach. The Web Services Java code is created from a template and a SysML model of the system, allowing the automatic deployment of the adapter and therefore, enhancing the global interoperability of the system. The case of study of a specific adapter development – Roomba service robot – is explained in this communication to illustrate the advantages of this proposal."
Improving user interfaces of interactive robots with multimodality,"Vallee, M.; Burger, B.; Ertl, D.; Lerasle, F.; Falb, J.","Advanced Robotics, 2009. ICAR 2009. International Conference on",2009,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-70449382044,,"Interacting with robots like service robots should be as natural as possible for humans.As a consequence, such robots should be equipped with a multimodal user interface, so that interaction can rely on the relevant modalities for a given task and a given context.Typically, a rather fixed combination of speech and graphical user interface is used both for input and output.To enable more flexibility in the design of the interfaces and in the choice of modalities, we propose using an existing platform for model-driven generation of human-computer interfaces.In this paper, we present how the concepts of the platform apply to multimodal human-robot interaction as well, and we present an extension of the platform in this direction.To validate our approach, we investigated a simple user interface enabling the command of a mobile robot using dynamic gesture and speech.We provide some quantitative results of the performance of the fusion, which highlight not only the feasibility of the concept but also an interesting complementary of gesture and speech on the chosen task."
In vitro toxicity study of plant latex capped silver nanoparticles in human lung carcinoma cells,"Valodkar, Mayur;Jadeja, Ravirajsinh N.;Thounaojam, Menaka C.;Devkar, Ranjitsinh V.;Thakore, Sonal",Materials Science and Engineering: C,2011,ScienceDirect,NN,NN,NN,NN,NN,NN,NN,NN,1,NN,NO,Exclude,,ar,Materials Science and Engineering C,2011-12-01,10.1016/j.msec.2011.08.001,2-s2.0-80054705585,A549 cells | Biosynthesis | Cytotoxicity | Fluorescent microscopy | Silver nanoparticles,"Organically modified silver nanoparticles were prepared by biosynthetic route induced by stem latex of a medicinally important plant, Euphorbia nivulia. The reduction and stabilization is assisted by certain peptides and terpenoids present within the latex. The aqueous formulation of latex capped silver nanoparticles (LAgNPs) being completely free of toxic chemicals can be directly used for administration/in vivo delivery of nanoparticles. The in vitro cytotoxicity evaluation of the latex capped nanoparticles was carried out using human lung carcinoma cells (A549) by MTT cell viability assay. Further, possible cytotoxic mechanisms were evaluated using various biomarkers for cytotoxicity and oxidative stress viz. extracellular lactate dehydrogenase (LDH) release, reactive oxygen species (ROS) generation, intracellular reduced glutathione (GSH), malondialdehyde (MDA), superoxide generation and acridine orange/ethedium bromide staining. It can be concluded from the present study that LAgNP formulation is toxic to A549 cells in a dose dependent manner. Thus plant latex solubilizes the AgNPs in water and acts as a biocompatible vehicle for transport of AgNPs to tumor/cancer cells. © 2011 Elsevier B.V. All rights reserved."
"In vivo 1H \MRS\ study of potential associations between glutathione, oxidative stress and anhedonia in major depressive disorder","Lapidus, Kyle A.B.;Gabbay, Vilma;Mao, Xiangling;Johnson, Amy;Murrough, James W.;Mathew, Sanjay J.;Shungu, Dikoma C.",Neuroscience Letters,2014,ScienceDirect,NN,NN,NN,NN,NN,NN,NN,NN,1,NN,NO,Exclude,,ar,Neuroscience Letters,2014-05-21,10.1016/j.neulet.2014.03.056,2-s2.0-84898834868,Anhedonia | Glutathione | GSH | MRS | Oxidative stress,"Inflammation and oxidative stress are important mechanisms that have been implicated in the pathophysiology of major depressive disorder (MDD). Glutathione (GSH) is the most abundant antioxidant in human tissue, and a key index of antioxidant capacity and, hence, of oxidative stress. The aims of this investigation were to examine possible relationships between occipital GSH and dimensional measures of depressive symptom severity, including anhedonia - the reduced capacity to experience pleasure - and fatigue. We hypothesized that the magnitude of anhedonia and fatigue will be negatively correlated with occipital GSH levels in subjects with MDD and healthy controls (HC). Data for eleven adults with MDD and ten age- and sex-matched HC subjects were included in this secondary analysis of data from a previously published study. In vivo levels of GSH in a 3cm×3cm×2cm voxel of occipital cortex were obtained by proton magnetic resonance spectroscopy (1H MRS) on a 3T MR system, using the standard J-edited spin-echo difference technique. Anhedonia was assessed by combining interest items from depression and fatigue rating scales, and fatigue by use of the multidimensional fatigue inventory. Across the full sample of participants, anhedonia severity and occipital GSH levels were negatively correlated (r=-0.55, p=0.01). No associations were found between fatigue severity and GSH in this sample. These preliminary findings are potentially consistent with a pathophysiological role for GSH and oxidative stress in anhedonia and MDD. Larger studies in anhedonic depressed patients are indicated. © 2014 Elsevier Ireland Ltd."
In vivo hydroquinone exposure alters circulating neutrophil activities and impairs LPS-induced lung inflammation in mice,"Ribeiro, André Luiz Teroso;Shimada, Ana Lúcia Borges;Hebeda, Cristina Bichels;de Oliveira, Tiago Franco;de Melo Loureiro, Ana Paula;Filho, Walter dos Reis Pereira;Santos, Alcinéa Meigikos dos Anjos;de Lima, Wothan Tavares;Farsky, Sandra Helena Poliselli",Toxicology,2011,ScienceDirect,NN,NN,NN,NN,NN,NN,NN,NN,1,NN,NO,Exclude,,ar,Toxicology,2011-10-09,10.1016/j.tox.2011.05.009,2-s2.0-79961032694,Adhesion molecules | DNA fragmentation | Environmental contaminant | Mice | Oxidative burst,"Hydroquinone (HQ) is an environmental contaminant which causes immune toxicity. In this study, the effects of exposure to low doses of HQ on neutrophil mobilization into the LPS-inflamed lung were investigated. Male Swiss mice were exposed to aerosolized vehicle (control) or 12.5, 25 or 50ppm HQ (1h/day for 5 days). One hour later, oxidative burst, cell cycle, DNA fragmentation and adhesion molecules expressions in circulating neutrophils were determined by flow cytometry, and plasma malondialdehyde (MDA) levels were measured by HPLC. Also, 1h later the last exposures, inflammation was induced by LPS inhalation (0.1mg/ml/10min) and 3h later, the numbers of leukocytes in peripheral blood and in the bronchoalveolar lavage fluid (BALF) were determined using a Neubauer chamber and stained smears; adhesion molecules expressed on lung microvessel endothelial cells were quantified by immunohistochemistry; myeloperoxidase (MPO) activity was measured in the lung tissue by colorimetric assay; and cytokines in the BALF were determined by ELISA. In vivo HQ exposure augmented plasma MDA levels and oxidative activity of neutrophils, but did not cause alterations in cell cycle and DNA fragmentation. Under these conditions, the number of circulating leukocytes was not altered, but HQ exposure reduced LPS-induced neutrophil migration into the alveolar space, as these cells remained in the lung tissue. The impaired neutrophil migration into BALF may not be dependent on reduced cytokines secretions in the BALF and lung endothelial adhesion molecules expressions. However, HQ exposure increased the expression of β2 and β3 integrins and platelet-endothelial cell adhesion molecule-1 (PECAM-1) in neutrophils, which were not further enhanced by fMLP in vitro stimulation, indicating that HQ exposure activates circulating neutrophils, impairing further stimulatory responses. Therefore, it has been shown, for the first time, that neutrophils are target of lower levels of in vivo HQ exposure, which may be considered in host defense in infectious diseases. © 2011 Elsevier Ireland Ltd."
In vivo measurement of human brain elasticity using a light aspiration device,"Schiavone, P.;Chassat, F.;Boudou, T.;Promayon, E.;Valdivia, F.;Payan, Y.",Medical Image Analysis,2009,Scopus,0,0,0,NN,NN,NN,NN,NN,1,NN,NO,Exclude,,ar,Medical Image Analysis,2009-08-01,10.1016/j.media.2009.04.001,2-s2.0-70249122416,Aspiration | Brain shift | Elastic properties | Inverse finite element | Pipette | Soft tissue characterization,"The brain deformation that occurs during neurosurgery is a serious issue impacting the patient ""safety"" as well as the invasiveness of the brain surgery. Model-driven compensation is a realistic and efficient solution to solve this problem. However, a vital issue is the lack of reliable and easily obtainable patient-specific mechanical characteristics of the brain which, according to clinicians' experience, can vary considerably. We designed an aspiration device that is able to meet the very rigorous sterilization and handling process imposed during surgery, and especially neurosurgery. The device, which has no electronic component, is simple, light and can be considered as an ancillary instrument. The deformation of the aspirated tissue is imaged via a mirror using an external camera. This paper describes the experimental setup as well as its use during a specific neurosurgery. The experimental data was used to calibrate a continuous model. We show that we were able to extract an in vivo constitutive law of the brain elasticity: thus for the first time, measurements are carried out per-operatively on the patient, just before the resection of the brain parenchyma. This paper discloses the results of a difficult experiment and provide for the first time in vivo data on human brain elasticity. The results point out the softness as well as the highly non-linear behavior of the brain tissue. © 2009 Elsevier B.V. All rights reserved."
In-classroom Self-tracking for Teachers and Students: Preliminary Findings from a Pilot Study,"Di Lascio, Elena;Gashi, Shkurta;Krasic, Danilo;Santini, Silvia",UbiComp '17,2017,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,UbiComp/ISWC 2017 - Adjunct Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers,2017-09-11,10.1145/3123024.3125504,2-s2.0-85030859209,,"© 2017 Association for Computing Machinery.Self-tracking technologies are nowadays commonly used in areas like fitness or personal health. Their use in the work environment is however still under-explored. Employers do have an interest in utilizing technology to quantify different work-related factors, e.g., the use of office space, the interactions among employees, or the collective mood at work. We however advocate for a stronger focus on empowering individuals to self-track their own activities, emotions and performance at work, to reflect on the collected data and possibly use it to drive behavioral changes. In this paper, we focus in particular on empowering two specific categories of workers: teachers and students. We describe a pilot study that we ran at our institution to understand which data and data gathering tools can be used to monitor teachers' and students' emotions and engagement during lectures. We define an empirical metric, called the Emotional Shift, to assess the impact of a lecture on students emotional state. Using the data collected during our pilot study, we show how this metric can be used in practice. Finally, we discuss the limitations of our current approach and provide an outlook on our future work."
In-memory Cluster Computing for Machine Learning,Andrew L. Mackey and Israel Cuevas,Journal of Computing Sciences in Colleges 32.5 (2017),2017,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,,,,,,,
In-situ prediction on sensor networks using distributed multiple linear regression models,Elizabeth Ann Basha / Daniela Rus,In-situ prediction on sensor networks using distributed multiple linear regression models,2010,ACM,NN,NN,NN,NN,NN,NN,NN,NN,1,NN,NO,Exclude,,,,,,,,
In-Vehicle Affect Detection System: Identification of Emotional Arousal by Monitoring the Driver and Driving Style,"Vasey, Eric;Ko, Sangjin;Jeon, Myounhoon",AutomotiveUI '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"Adjunct Proceedings - 10th International ACM Conference on Automotive User Interfaces and Interactive Vehicular Applications, AutomotiveUI 2018",2018-09-23,10.1145/3239092.3267417,2-s2.0-85063159201,Affect detection | Emotional Arousal | Machine learning | Multimodal sensors | Real-time monitoring,"© 2018 ACM.There have been clear needs to address the impact of driver emotions such as anger and happiness on aggressive or distracted driving behaviors. To tackle this issue, we have developed an affect detection system for identifying a driver's emotional arousal, including the driver's physiological data and vehicle's kinematic data. Multimodal sensors are wirelessly connected to a smartphone and then, all the driver and driving data are displayed on our Android application in real-time. With the benefits of this multimodal, portable, non-intrusive, and cost-efficient system, subsequent experiments were designed to test and improve the system. After identifying significant features, various machine learning algorithms will be used to model a driver's emotional states. Our final goal is to develop an optimized classifier of specific emotional states including arousal and valence. We hope that we can spark lively discussions on driver emotions at AutoUI and use the feedback to improve our system."
Incentivizing Hosts via Multilateral Cooperation in User-Provided Networks: A Fluid Shapley Value Approach,"Lee, Hyojung;Bang, Jihwan;Yi, Yung",Mobihoc '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc),2018-06-26,10.1145/3209582.3209597,2-s2.0-85049838488,Game Theory | Network Economics | User-Provided Network,"© 2018 Association for Computing Machinery.Successful operation of User-Provided Networks (UPN) requires that both of Internet Service Provider (ISP) and self network-operating users (hosts) cooperate appropriately in terms of resource sharing and pricing strategy since ISP and hosts have a multilateral reliance on each other with respect to virtual infrastructure expansion and Internet connectivity. However, it has been underexplored whether such cooperation provides sufficient incentive to ISP and hosts under a setup where ISP and hosts are fully included, having a high dependence on how to cooperate and how to distribute the resulting cooperation worth. In this paper, we model a market of UPN, consisting of ISP, hosts, and clients via game theory, where we model various heterogeneities in terms of (i) willingness to pay and mobility pattern of clients, (ii) hosts' QoS, and (iii) type of cooperation among ISP and hosts. The key technical challenges lie in the natural mixture of cooperative and non-cooperative game theoretic angles, where the worth function-one of the crucial components in coalitional game theory-comes from the equilibrium of an embedded, non-cooperative two-stage dynamic game.We consider the Shapley value as a mechanism of revenue sharing and overcome its hardness in characterization by taking the fluid limit when the number of hosts and clients is large. Our analytical studies reveal useful implications that in UPN when and how much economic benefits can be given to the players and when they maintain their grand coalition under what conditions, referred to as stability."
